ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles
-6.446,2,276.338,0,6,0,0,-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
-3.715,1,240.215,1,1,4,106.51,-3.38,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O 
-0.825,1,196.202,0,2,2,44.76,-1.899,c1c(OC)c(OC)C2C(=O)OCC2c1
0.688,1,92.094,3,0,2,60.69,1.12,OCC(O)CO
-1.941,1,124.139,1,1,1,29.46,-1.96,COc1ccccc1O 
-4.972,1,350.591,0,1,6,40.58,-5.67,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl 
-4.87,1,192.261,0,3,0,0,-5.89,Cc1c2ccccc2cc3ccccc13
-1.733,1,188.23,0,2,1,26.93,0.715,Cc1cc(=O)n(c2ccccc2)n1C
-1.072,1,88.15,0,0,3,9.23,-0.99,CCCCOC
-1.24,1,146.153,0,2,0,51.56,-0.854,Cc2cnc1cncnc1n2
-2.811,1,201.661,2,1,4,62.73,-4.55,CCNc1nc(Cl)nc(NCC)n1 
0.123,1,87.122,0,0,0,20.31,1.11,CN(C)C(=O)C
-2.689,1,213.31,0,1,3,45.15,-2.676,CSc1nc(nc(n1)N(C)C)N(C)C
-0.815,1,28.054,0,0,0,0,-0.4,C=C
-1.365,1,102.177,1,0,1,20.23,-0.5,CC(C)(C)CCO
-1.368,1,196.206,2,1,3,75.27,-1.614,O=C1NC(=O)NC(=O)C1(CC)CC=C
-3.705,1,197.448,1,1,0,20.23,-2.67,Oc1ccc(Cl)c(Cl)c1Cl
-2.368,1,108.14,0,1,1,9.23,-1.85,COc1ccccc1
-5.093,1,339.218,1,2,4,46.53,-4.53,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C
-3.066,1,360.45,2,4,3,91.67,-3.85,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O 
-3.928,1,286.331,1,2,4,50.8,-4.16,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2
-3.328,1,120.195,0,1,1,0,-3.11,CCc1ccc(C)cc1
-2.162,1,118.245,0,0,2,0,-2.24,CC(C)SC(C)C
-2.281,1,168.108,0,1,2,86.28,-2.29,O=N(=O)c1cccc(c1)N(=O)=O
-5.471,1,384.487,0,0,12,36.92,-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
-1.603,1,198.222,2,1,2,75.27,-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O 
-3.426,1,402.487,1,4,3,97.74,-4.21,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C 
-0.859,1,171.156,1,1,3,81.19,-1.22,Cc1ncc(N(=O)=O)n1CCO
-2.392,1,127.574,1,1,0,26.02,-1.66,Nc1ccc(Cl)cc1
-1.719,1,116.204,1,0,3,20.23,-1.52,CCCC(C)(C)CO
-1.837,2,68.075,0,1,0,13.14,-0.82,c1ccoc1
-3.259,1,271.39,2,1,8,71.96,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1
-2.47,1,222.332,1,3,1,32.34,-3.171,CN(C)C(=O)NC1CC2CC1C3CCCC23
-3.554,1,134.222,0,1,0,0,-3.66,CC(C)(C)c1ccccc1
-2.645,1,322.364,0,3,5,57.69,-3.27,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
-3.507,1,402.487,2,4,3,100.9,-4.37,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C 
-0.718,1,74.123,0,0,2,9.23,-0.39,CCCOC
-1.191,1,102.133,0,0,1,26.3,-0.55,CC(C)OC(=O)C
-3.345,1,157.01,0,1,0,0,-2.55,Brc1ccccc1
-2.761,1,166.176,1,1,2,46.53,-2.35,CCOC(=O)c1ccc(O)cc1
-3.469,1,352.39,1,3,6,75.71,-5.071,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
-4.87,1,344.495,0,4,2,43.37,-5.37,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
-6.885,2,300.36,0,7,0,0,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67
-0.84,1,136.114,2,2,0,74.43,-2.266,O=c1[nH]cnc2[nH]ncc12 
-1.188,1,62.499,0,0,0,0,-1.75,ClC=C
-3.147,1,239.318,0,2,3,20.31,-2.98,CN(C)C(=O)C(c1ccccc1)c2ccccc2 
-4.063,1,331.627,0,0,0,0,-3.14,BrC(Br)(Br)Br
-4.408,1,296.374,1,3,2,48.47,-4.871,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 
-1.882,1,147.133,1,2,0,46.17,-2.61,O=C1NC(=O)c2ccccc12 
-4.108,1,331.202,1,3,3,46.01,-4.38,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl
-2.462,1,136.15,0,1,1,26.3,-1.85,COC(=O)c1ccccc1
-0.375,1,126.115,1,1,0,54.86,-0.807,Cn1ccc(=O)[nH]c1=O
-3.739,1,324.38,1,3,5,60.85,-3.73,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 
-6.155,1,291.992,0,2,1,0,-6.47,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl 
-2.184,1,289.744,3,2,2,101.29,-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O
-3.301,1,233.098,1,1,1,32.34,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
-1.72,2,68.119,0,1,0,0,-2.1,C1CC=CC1
0.919,1,286.156,6,2,1,191,-1.99,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O)
-3.678,1,128.259,0,0,6,0,-5.88,CCCCCCCCC
-2.553,1,128.558,1,1,0,20.23,-1.06,Oc1ccccc1Cl
-5.931,1,242.321,0,4,0,0,-6.59,c1cccc2c3c(C)cc4ccccc4c3ccc12
-2.66,1,122.167,0,1,2,9.23,-2.33,CCOc1ccccc1
-3.098,1,176.215,0,1,3,26.3,-3,CCOC(=O)C=Cc1ccccc1
-3.033,1,216.668,1,1,0,54.86,-2.484,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C
-3.707,1,315.716,1,3,2,84.6,-3.499,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O
-1.815,1,171.221,1,1,1,60.16,-1.74,Cc1ccc(cc1)S(=O)(=O)N
-3.629,1,223.659,1,1,2,38.33,-2.617,CC(OC(=O)Nc1cccc(Cl)c1)C#C
-3.308,1,114.232,0,0,4,0,-5.08,CCCCCC(C)C
-6.905,1,449.856,0,3,6,59.32,-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
-2.9,1,300.362,0,3,2,56.22,-3.538,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C 
-4.05,1,284.746,0,3,1,32.67,-3.754,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23
-1.308,1,102.177,1,0,2,20.23,-0.7,CCC(O)C(C)C
-3.283,1,308.361,0,1,7,44.76,-2.3,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O 
-2.423,1,154.253,1,2,0,20.23,-2.32,CC1(C)C2CCC1(C)C(O)C2
-3.659,1,288.431,1,4,0,37.3,-4.02,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O
-2.97,1,100.205,0,0,4,0,-4.53,CCCCCCC
-3.08,1,144.173,1,2,0,20.23,-2.22,Oc1cccc2ccccc12
-3.305,1,112.216,0,1,0,0,-4.3,C/C1CCCCC1\C
-3.958,1,435.481,2,3,6,132.5,-3.638,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O 
-5.942,2,254.332,0,5,0,0,-7.85,C1Cc2c3c1cccc3cc4c2ccc5ccccc54
-4.593,1,340.507,0,4,1,34.14,-5.27,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C
-1.554,1,114.188,0,0,4,17.07,-1.45,CCCCCC(=O)C
-0.416,1,183.169,1,0,3,55.4,0.54,COP(=O)(NC(C)=O)SC 
-4.074,1,314.522,0,0,12,17.07,-5.14,CCCCSP(=O)(SCCCC)SCCCC
-0.636,1,149.149,1,2,0,46.17,-2.932,c1cC2C(=O)NC(=O)C2cc1
-2.98,1,380.662,3,2,2,118.36,-2.68,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl 
-1.994,1,70.135,0,0,0,0,-2.56,CC=C(C)C
-3.343,1,120.195,0,1,0,0,-3.31,Cc1ccc(C)c(C)c1
-3.78,1,197.448,1,1,0,20.23,-2.21,Oc1cc(Cl)c(Cl)cc1Cl
-3.713,2,179.222,0,3,0,12.89,-2.78,c1ccc2c(c1)cnc3ccccc23 
-1.663,1,116.204,1,0,3,20.23,-0.98,CCCC(C)(O)CC
-3.324,1,114.232,0,0,5,0,-5.24,CCCCCCCC
-4.518,2,178.234,0,3,0,0,-6.35,c1ccc2cc3ccccc3cc2c1
-1.866,1,108.144,2,1,1,38.05,0.07,NNc1ccccc1
-0.394,1,58.08,0,0,1,17.07,0.58,CCC=O
-3.355,2,112.216,0,1,0,0,-4.15,C1CCCCCCC1
-1.471,1,208.217,2,1,4,75.27,-2.077,O=C1NC(=O)NC(=O)C1(CC=C)CC=C
-1.812,1,119.378,0,0,0,0,-1.17,ClC(Cl)Cl
-0.992,1,128.156,2,1,0,45.75,-2.273,Sc1nccc(=O)[nH]1 
-5.126,1,328.843,1,3,4,32.34,-5.915,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1
-2.574,1,96.173,0,1,0,0,-3.27,CC1=CCCCC1
-2.232,1,128.215,0,0,5,17.07,-2.13,CCCCC(CC)C=O
-3.603,1,260.245,0,3,2,61.81,-3.021,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 
-2.312,1,226.276,2,1,4,75.27,-2.658,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C
-6.007,2,252.316,0,5,0,0,-8,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45
-1.523,1,100.161,0,0,3,17.07,-1.52,CCC(CC)C=O
-1.426,1,102.177,0,0,4,9.23,-1.62,CCCOCCC
-4.231,1,214.393,1,0,12,20.23,-5.84,CCCCCCCCCCCCCCO
-3.572,1,197.448,1,1,0,20.23,-2.64,Oc1c(Cl)ccc(Cl)c1Cl
0.832,1,60.056,2,0,0,69.11,0.96,NC(=O)N
-1.446,1,68.119,0,0,1,0,-1.64,CCCC#C
-4.298,1,235.906,0,1,0,0,-3.54,Brc1cccc(Br)c1
-5.649,1,270.501,1,0,16,20.23,-8.4,CCCCCCCCCCCCCCCCCCO
-1.857,1,135.166,1,1,1,29.1,-1.33,CC(=O)Nc1ccccc1
-1.795,1,300.266,4,4,0,107.22,-2.7,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21
-0.717,1,137.142,2,1,1,68.01,0.009,c1nccc(C(=O)NN)c1
-4.156,1,354.875,1,3,0,20.23,-5.46,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl 
-1.449,1,116.16,0,0,4,26.3,-1.52,CC(C)CCOC=O
-2.078,1,120.151,0,1,1,17.07,-1.28,CC(=O)c1ccccc1
-4.903,2,256.308,0,4,1,25.78,-5.4,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 
-0.953,1,182.156,0,0,6,44.76,0.43,CCOP(=O)(OCC)OCC
-2.158,1,152.237,0,2,0,17.07,-1.85,CC2(C)C1CCC(C)(C1)C2=O
-1.589,1,162.152,0,2,1,60.79,-0.91,COc2cnc1cncnc1n2
-5.152,1,338.876,0,3,0,0,-5.64,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl 
-0.743,1,89.094,0,0,1,43.14,-0.62,CC(C)N(=O)=O
-3.836,2,167.211,1,3,0,15.79,-5.27,c1ccc2c(c1)[nH]c3ccccc32
0.675,1,122.12,4,0,3,80.92,0.7,OCC(O)C(O)CO
-2.709,1,179.219,1,1,3,52.32,-2.452,CCCOC(=O)c1ccc(N)cc1
-0.949,1,223.165,1,0,5,73.86,0.651,CNC(=O)C=C(C)OP(=O)(OC)OC
0.282,1,99.089,1,1,0,46.17,0.3,O=C1CCC(=O)N1
-2.938,1,100.205,0,0,2,0,-4.28,CCC(C)C(C)C
-3.493,1,316.427,1,1,8,84.42,-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C 
-3.411,1,270.361,0,3,1,32.26,-4.634,CCN2c1ncccc1N(C)C(=S)c3cccnc23 
-3.784,1,239.274,0,3,1,29.54,-3.68,O2c1ccccc1N(CC)C(=O)c3ccccc23 
-0.978,2,86.134,0,1,0,9.23,-0.03,C1CCOCC1
-2.155,1,96.173,0,0,3,0,-3.01,CCCCCC#C
-4.076,1,244.29,0,2,3,39.44,-4.314,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O 
-6.311,1,268.359,0,5,0,0,-7.92,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2
-2.775,1,150.177,0,1,2,26.3,-2.32,CCOC(=O)c1ccccc1
-1.924,1,92.569,0,0,1,0,-2,ClCC(C)C
-4.317,1,296.41,2,4,0,40.46,-4.3,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C 
-4.025,1,214.349,0,0,10,26.3,-4.69,CCCCCCCCCCCC(=O)OC
-2.307,1,118.245,0,0,4,0,-2.58,CCCSCCC
-5.568,2,228.294,0,4,0,0,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1
-2.658,1,151.047,0,0,3,0,-3.08,CCCCCBr
-2.784,1,98.189,0,0,3,0,-3.82,CCCC/C=C/C
-0.859,1,171.156,1,1,3,81.19,-1.26,Cc1ncc(N(=O)=O)n1CCO 
-3.869,1,140.27,0,1,4,0,-6.08,CCCCCC1CCCC1
-7.261,1,360.882,0,2,1,0,-7.42,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl 
-1.603,1,198.222,2,1,2,75.27,-2.148,O=C1NC(=O)NC(=O)C1(CC)C(C)C
-2.232,1,133.405,0,0,0,0,-2,CC(Cl)(Cl)Cl
-2.948,1,214.652,1,1,2,41.57,-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1
-1.405,1,196.206,2,2,0,75.27,-3.06,O=C2NC(=O)C1(CCCCC1)C(=O)N2
-2.304,1,211.261,0,1,1,46.61,-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 
-3.667,1,171.037,0,1,0,0,-3.19,Cc1ccc(Br)cc1
-0.718,1,74.123,0,0,2,9.23,-0.09,CCOCC
-4.004,1,330.171,1,2,2,69.72,-4.376,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2
-5.205,1,335.282,0,1,7,89.52,-5.53,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
-2.941,1,136.194,1,1,0,20.23,-2.05,Cc1cc(C)c(O)c(C)c1
-2.418,2,78.114,0,1,0,0,-1.64,c1ccccc1
-4.384,1,238.455,0,1,0,0,-4.03,Clc1ccc(I)cc1
-2.683,1,228.679,1,1,2,41.57,-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl
-3.018,1,211.692,0,1,3,20.31,-2.48,CC(C)N(C(=O)CCl)c1ccccc1 
-2.85,1,104.152,0,1,1,0,-2.82,C=Cc1ccccc1
0.092,1,76.095,0,0,2,18.46,0.48,COCOC
-3.004,1,106.168,0,1,0,0,-2.8,Cc1ccccc1C
-0.616,1,74.123,1,0,1,20.23,0.47,CCC(C)O
-1.59,1,110.112,2,1,0,40.46,-0.17,Oc1ccc(O)cc1
-3.858,1,288.387,3,4,0,60.69,-4.955,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O 
-5.189,2,216.283,0,4,0,0,-8.04,C1c2ccccc2c3cc4ccccc4cc13
0.603,1,100.077,2,1,0,58.2,-0.4,O=C1CNC(=O)N1 
-3.493,1,194.274,2,1,5,40.46,-2.59,c1(O)cc(O)ccc1CCCCCC
-2.045,1,162.279,0,0,5,17.07,-0.83,C=CCS(=O)SCC=C
-5.04,1,362.771,0,2,6,57.9,-5.382,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2
-6.265,1,256.348,0,4,0,0,-7.01,Cc1c(C)c2c3ccccc3ccc2c4ccccc14
-5.062,1,476.585,2,4,6,100.9,-4.71,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO
-0.541,1,168.112,4,2,0,114.37,-3.93,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 
-4.203,1,231.893,1,1,0,20.23,-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
-3.558,1,147.004,0,1,0,0,-3.04,Clc1cccc(Cl)c1
-6.638,1,354.491,0,2,2,0,-7.15,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
-1.095,1,102.133,0,0,3,26.3,-1.01,CC(C)COC=O
-2.87,1,124.208,0,1,1,0,-2.39,c1ccccc1SC
-4.45,1,322.29,1,3,1,58.12,-4.207,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 
-2.615,1,86.178,0,0,3,0,-3.84,CCCCCC
-1.621,1,137.138,0,1,1,39.19,-0.46,COC(=O)c1cccnc1 
-3.741,1,421.422,3,3,3,118.36,-3.59,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F
-7.425,1,360.882,0,2,1,0,-7.82,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl 
-4.377,1,286.114,0,2,2,46.61,-4.925,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C
-2.49,1,240.698,2,1,4,86.52,-3.15,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
-5.568,2,228.294,0,4,0,0,-6.726,c1ccc2c(c1)c3ccccc3c4ccccc24
-4.775,1,266.34,2,2,3,40.46,-4.95,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2
-7.117,1,390.564,0,1,14,52.6,-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
-2.051,1,107.156,0,1,1,12.89,0.51,CCc1ccccn1
-3.548,1,380.784,0,0,5,44.76,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
-4.079,2,154.212,0,2,1,0,-4.345,c1ccc(cc1)c2ccccc2
-7.179,1,360.882,0,2,1,0,-8.71,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl 
-2.492,1,210.285,0,1,3,48.39,-3.364,CN(C)c1nc(nc(n1)N(C)C)N(C)C
-1.647,1,116.204,1,0,2,20.23,-0.92,CC(C)CC(C)(C)O
-1.844,1,210.233,2,2,0,75.27,-3.168,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 
0.471,1,180.156,5,1,2,110.38,0.64,OCC1OC(O)(CO)C(O)C1O
-2.652,1,122.167,1,1,0,20.23,-1.4,Cc1cc(C)cc(O)c1
-4.16,1,258.104,1,1,2,38.33,-4.37,ClCC#CCOC(=O)Nc1cccc(Cl)c1
-2.642,1,169.611,1,1,1,29.1,-2.843,CC(=O)Nc1ccc(Cl)cc1
-7.898,1,395.327,0,2,1,0,-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
-2.584,1,86.178,0,0,0,0,-3.55,CCC(C)(C)C
-2.097,1,107.156,1,1,1,12.03,-1.28,CNc1ccccc1
-1.758,1,68.119,0,0,2,0,-2.09,C=CCC=C
-3.692,1,404.503,2,4,3,100.9,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
-2.818,1,198.134,1,1,2,106.51,-1.456,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O
-3.75,1,321.163,2,3,1,61.69,-3.604,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O
-2.761,1,128.558,1,1,0,20.23,-0.7,Oc1cccc(Cl)c1
-3.928,1,191.455,0,1,0,0,-3.21,Clc1cccc(Br)c1
-1.752,1,295.729,2,2,1,118.69,-3.05,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl 
-0.911,1,170.168,2,1,1,75.27,-1.228,O=C1NC(=O)NC(=O)C1(C)CC
-1.761,1,138.166,1,1,3,29.46,-0.7,OCCOc1ccccc1
-4.09,2,168.239,0,2,2,0,-4.08,C(c1ccccc1)c2ccccc2
-2.033,1,130.231,1,0,5,20.23,-1.98,CCCCCC(O)CC
-6.584,1,421.734,0,2,6,89.52,-6.78,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O
-3.329,1,229.715,2,1,4,62.73,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
-1.381,1,102.177,1,0,3,20.23,-1.11,CCCC(C)CO
-1.663,1,116.204,1,0,3,20.23,-1.08,CCCCC(C)(C)O
-2.988,1,106.168,0,1,1,0,-2.77,CCc1ccccc1
-2.126,1,224.26,2,1,3,75.27,-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C
-5.26,1,373.321,0,3,0,0,-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
-2.766,1,303.156,2,1,4,75.27,-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O 
